latitude,longitude,wnvpresent,week,month_5,month_6,month_7,month_8,month_9,month_10,species_culex pipiens,species_culex pipiens/restuans,species_culex restuans,species_others,tmax,tmin,tavg,dewpoint,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,relativehumidity
41.867108,-87.654224,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.867108,-87.654224,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.862292,-87.64886,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.896282,-87.655232,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.907645,-87.760886,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.9216,-87.666455,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.720848,-87.666014,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.919343,-87.694259,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.921965,-87.632085,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.921965,-87.632085,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.688324,-87.676709,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.688324,-87.676709,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.731922,-87.677512,0,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.731922,-87.677512,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.891118,-87.654491,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.95469,-87.800991,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.95469,-87.800991,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.994991,-87.769279,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.999129,-87.795585,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
42.01743,-87.687769,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.974089,-87.824812,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.974089,-87.824812,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.732984,-87.649642,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.891126,-87.61156,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.891126,-87.61156,0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,43.5,56.5,40.5,0.09,29.41,30.11,9.5,3.5,10.2,54.92124926256449
41.867108,-87.654224,0,23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.867108,-87.654224,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.867108,-87.654224,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.869216,-87.627561,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.896282,-87.655232,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.906638,-87.701431,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.907645,-87.760886,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.994469,-87.667736,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.9216,-87.666455,0,23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.9216,-87.666455,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.9216,-87.666455,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.720848,-87.666014,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
42.006858,-87.675919,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.918705,-87.752329,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.919343,-87.694259,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.919343,-87.694259,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.921965,-87.632085,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.688324,-87.676709,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.731922,-87.677512,0,23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.731922,-87.677512,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.731922,-87.677512,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.846075,-87.716277,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.891118,-87.654491,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.932094,-87.700117,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.682587,-87.707973,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.682587,-87.707973,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.944869,-87.832763,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.948167,-87.730698,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.948167,-87.730698,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.94983,-87.698457,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.953067,-87.776792,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.953067,-87.776792,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.95469,-87.800991,0,23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.95469,-87.800991,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.95469,-87.800991,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.958271,-87.702575,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.958271,-87.702575,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.662014,-87.724608,0,23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.662014,-87.724608,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.662014,-87.724608,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.963976,-87.69181,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.979243,-87.750938,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.801498,-87.763416,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.961743,-87.76007,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.961743,-87.76007,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.986921,-87.689778,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.999129,-87.795585,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.999129,-87.795585,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.916265,-87.800515,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.916265,-87.800515,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
42.011601,-87.811506,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.974089,-87.824812,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.974089,-87.824812,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.732984,-87.649642,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.981964,-87.812827,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.725517,-87.614258,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.878114,-87.629798,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.723195,-87.64997,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.868077,-87.666901,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.868077,-87.666901,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,58.0,66.5,48.0,0.06,29.375,30.055,8.55,25.0,9.35,51.32911749719176
41.869107,-87.696293,0,26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,70.5,81.0,64.5,0.08,29.255000000000003,29.939999999999998,3.4,11.0,6.199999999999999,57.29991996371018
